444	PF02508;PF04060	TIGR01944;TIGR01943	COG4657;COG2878
445	PF02108;PF00006	TIGR01026	COG1157;COG1317
446	PF00005;PF00950		COG1108;COG1121
447	PF00361	TIGR01972;TIGR01770	COG1008;COG1007
448	PF00005;PF02687;PF12704	TIGR02212;TIGR02211	COG1136;COG4591
449	PF03116;PF04205	TIGR01947;TIGR01946	COG4659;COG4658
450	PF02378;PF01026;PF00367	TIGR02002;TIGR00010;TIGR00826	COG1264;COG1263;COG0084
451	PF13375;PF01512;PF03116;PF13237	TIGR01945;TIGR01946	COG4656;COG4658
452	PF05524;PF00391;PF00358;PF02896	TIGR01417;TIGR00830	COG2190;COG1080
453	PF02508;PF04205	TIGR01947;TIGR01948	COG4660;COG4659
454	PF00005;PF02687;PF12704		
455	PF04888;PF16535;PF01312	TIGR01404	COG1377
456	PF04888;PF16535;PF01312	TIGR01404	
457	PF04888;PF16535;PF01312	TIGR01404	
458	PF04888;PF16535;PF01312	TIGR01404	
459	PF04888;PF16535;PF01312	TIGR01404	
460	PF00005		COG1126;COG0834
461	PF00005		COG1126;COG0834
462	PF02355;PF07549	TIGR00966;TIGR00916;TIGR01129	COG0341;COG0342
463	PF00122;PF00702;PF02669	TIGR01497;TIGR01494;TIGR00681	COG2156;COG2216
464	PF00005;PF01895	TIGR02135;TIGR00972	COG1117;COG0704
465	PF00122;PF00702;PF03814	TIGR01494;TIGR01497;TIGR00680	COG2060;COG2216
466	PF01313;PF01311	TIGR01400;TIGR01402	COG1987;COG1684
467	PF03116;PF02508	TIGR01948;TIGR01946	COG4660;COG4658
468	PF02742;PF00950		COG1108;COG1321
469	PF04205;PF02508	TIGR01938;TIGR01939	COG1347;COG2869
470	PF00950;PF01297		COG0803;COG1108
471	PF03116;PF04205	TIGR01938;TIGR01937	COG1805;COG2869
472	PF03116;PF02508	TIGR01939;TIGR01937	COG1805;COG1347
473	PF00005;PF02742;PF00950		COG1108;COG1321;COG1121
474	PF00005;PF01297		COG0803;COG1121
475	PF00005;PF00950		COG1108;COG1121
476	PF02508	TIGR01939;TIGR01940	COG2209;COG1347
477	PF00005;PF01297		COG0803;COG1121
478	PF01297;PF02742;PF00950		COG0803;COG1108;COG1321
479	PF04205;PF02508	TIGR01938;TIGR01940	COG2209;COG2869
480	PF00005;PF01297		COG0803;COG1121
481	PF03116;PF04205	TIGR01938;TIGR01937	COG1805;COG2869
482	PF03116;PF02508	TIGR01939;TIGR01937	COG1805;COG1347
483	PF00005;PF02742;PF00950		COG1108;COG1321;COG1121
484	PF02742;PF00950		COG1108;COG1321
485	PF01297;PF02742;PF00950		COG0803;COG1108;COG1321
486	PF02508	TIGR01939;TIGR01940	COG2209;COG1347
487	PF04205;PF02508	TIGR01938;TIGR01939	COG1347;COG2869
488	PF00950;PF01297		COG0803;COG1108
489	PF04205;PF02508	TIGR01938;TIGR01940	COG2209;COG2869
490	PF00005;PF00950		COG1108;COG1121
491	PF00005;PF01297		COG0803;COG1121
492	PF03116;PF02508	TIGR01939;TIGR01937	COG1805;COG1347
493	PF03116;PF04205	TIGR01938;TIGR01937	COG1805;COG2869
494	PF04205;PF02508	TIGR01938;TIGR01939	COG1347;COG2869
495	PF03116;PF02508	TIGR01939;TIGR01937	COG1805;COG1347
496	PF02508	TIGR01939;TIGR01940	COG2209;COG1347
497	PF04205;PF02508	TIGR01938;TIGR01940	COG2209;COG2869
498	PF03116;PF02508	TIGR01939;TIGR01937	COG1805;COG1347
499	PF04205;PF02508	TIGR01938;TIGR01940	COG2209;COG2869
500	PF01297;PF02742;PF00950		COG0803;COG1108;COG1321
501	PF00005;PF02742;PF00950		COG1108;COG1321;COG1121
502	PF02742;PF00950		COG1108;COG1321
503	PF00005;PF01297		COG0803;COG1121
504	PF03116;PF02508	TIGR01939;TIGR01937	COG1805;COG1347
